timestamp,trip_id,route_id,stop_id,delay_seconds,schedule_relationship,lat,lon
2026-06-30T18:25:46+00:00,74488743,34-20789,6213,,0,51.0716,-113.952
2026-06-30T18:25:46+00:00,74488747,34-20789,6216,,0,51.0762,-113.959
2026-06-30T18:25:46+00:00,74488779,43-20789,9937,,0,50.9829,-113.999
2026-06-30T18:25:46+00:00,74488792,43-20789,6377,,0,50.9793,-113.982
2026-06-30T18:25:46+00:00,74488802,43-20789,6302,,0,51.0298,-113.982
2026-06-30T18:25:46+00:00,74488820,43-20789,9642,,0,51.1083,-113.975
2026-06-30T18:25:46+00:00,74488858,43-20789,6374,,0,50.9971,-114.067
2026-06-30T18:25:46+00:00,74488862,43-20789,5316,,0,50.9839,-114.041
2026-06-30T18:25:46+00:00,74488896,43-20789,5801,,0,51.0924,-113.973
2026-06-30T18:25:46+00:00,74488906,43-20789,8118,,0,51.0386,-113.981
2026-06-30T18:25:46+00:00,74488934,20-20789,9925,,0,50.9888,-114.097
2026-06-30T18:25:46+00:00,74488953,20-20789,7410,,0,51.0762,-114.127
2026-06-30T18:25:46+00:00,74488976,20-20789,4038,,0,51.072,-114.127
2026-06-30T18:25:46+00:00,74488987,20-20789,8552,,0,51.0933,-114.08
2026-06-30T18:25:46+00:00,74489008,20-20789,3368,,0,50.9879,-114.096
2026-06-30T18:25:46+00:00,74489054,17-20789,5183,,0,51.0408,-114.071
2026-06-30T18:25:46+00:00,74489076,17-20789,5678,,0,51.058,-114.033
2026-06-30T18:25:46+00:00,74489099,17-20789,8670,,0,51.0305,-114.066
2026-06-30T18:25:46+00:00,74489205,156-20789,9684,,0,51.0383,-114.217
2026-06-30T18:25:46+00:00,74489273,98-20789,4845,,0,51.0698,-114.218
2026-06-30T18:25:46+00:00,74489328,111-20789,4992,,0,51.0667,-114.199
2026-06-30T18:25:46+00:00,74489404,164-20789,8373,,0,51.0375,-114.187
2026-06-30T18:25:46+00:00,74489440,164-20789,4289,,0,51.0222,-114.188
2026-06-30T18:25:46+00:00,74489468,68-20789,3742,,0,51.0396,-113.908
2026-06-30T18:25:46+00:00,74489476,68-20789,8636,,0,51.1244,-113.949
2026-06-30T18:25:46+00:00,74489535,159-20789,9253,,0,51.1317,-113.947
2026-06-30T18:25:46+00:00,74489609,150-20789,9497,,0,50.9539,-113.954
2026-06-30T18:25:46+00:00,74489610,150-20789,7815,,0,50.9565,-114.075
2026-06-30T18:25:46+00:00,74489648,13-20789,6997,,0,51.0487,-114.081
2026-06-30T18:25:46+00:00,74489669,13-20789,3797,,0,51.0141,-114.133
2026-06-30T18:25:46+00:00,74489687,13-20789,3376,,0,51.024,-114.094
2026-06-30T18:25:46+00:00,74489705,13-20789,3765,,0,51.0125,-114.139
2026-06-30T18:25:46+00:00,74489726,22-20789,5365,,0,51.0243,-114.095
2026-06-30T18:25:46+00:00,74489753,22-20789,7946,,0,51.02,-114.15
2026-06-30T18:25:46+00:00,74489773,22-20789,2491,,0,51.0474,-114.065
2026-06-30T18:25:46+00:00,74489800,7-20789,5349,,0,51.005,-114.117
2026-06-30T18:25:46+00:00,74489827,7-20789,5292,,0,51.042,-114.083
